seqnames	start	end	gene
3	19988071	19989070	RAB5A
3	20053266	20054265	PP2D1
3	20178556	20179555	MIR3135A
3	20227226	20228225	SGO1
3	20215277	20216276	SGO1-AS1
3	20383459	20384458	LOC101927829
3	21446717	21447716	VENTXP7
3	21583780	21584779	ZNF385D-AS1
3	23243985	23244984	UBE2E2-AS1
3	23847897	23848896	UBE2E1-AS1
3	23958038	23959037	NKIRAS1
3	23957794	23958793	RPL15
3	23986250	23987249	NR1D2
3	24144239	24145238	LINC00691
3	24192314	24193313	LOC101927854
3	24535077	24536076	THRB-AS1
3	24562427	24563426	MIR4792
3	25425919	25426918	LOC105376997
3	25705931	25706930	MIR4442
3	25831062	25832061	OXSM
3	25914687	25915686	LINC00692
3	27763707	27764706	EOMES
3	27875128	27876127	LINC01981
3	28390119	28391118	AZI2
3	29321931	29322930	RBMS3-AS3
3	29975148	29976147	RBMS3-AS1
3	31202780	31203779	MIR466
3	31745204	31746203	OSBPL10-AS1
3	32022765	32023764	ZNF860
3	32147502	32148501	GPD1L
3	32432662	32433661	CMTM7
3	32543904	32544903	CMTM6
3	32547382	32548381	MIR548AY
3	32611917	32612916	DYNC1LI1
3	32992565	32993564	CCR4
3	33138223	33139222	GLB1
3	33137794	33138793	TMPPE
3	33260208	33261207	SUSD5
3	33481398	33482397	UBP1
3	33839562	33840561	PDCD6IP
3	35785467	35786466	MIR128-2
3	36780853	36781852	DCLK3
3	37034296	37035295	EPM2AIP1
3	37034340	37035339	MLH1
3	37217352	37218351	LRRFIP2
3	37440467	37441466	C3orf35
3	38010394	38011393	MIR26A1
3	38034577	38035576	VILL
3	38070655	38071654	PLCD1
3	38178234	38179233	ACAA1
3	38179468	38180467	MYD88
3	38306797	38307796	SLC22A13
3	38323284	38324283	SLC22A14
3	38495812	38496811	ACVR2B-AS1
3	38495289	38496288	ACVR2B
3	38537262	38538261	EXOG
3	39092976	39093975	WDR48
3	39149355	39150354	GORASP1
3	39148651	39149650	TTC21A
3	39179196	39180195	MIR6822
3	39233588	39234587	XIRP1
3	39370696	39371695	CCR8
3	39424314	39425313	SLC25A38
3	39449381	39450380	SNORA6
3	39508563	39509562	MOBP
3	40350672	40351671	EIF1B
3	40428146	40429145	ENTPD3
3	40494300	40495299	ENTPD3-AS1
3	40518103	40519102	ZNF619
3	40547029	40548028	ZNF620
3	40565868	40566867	ZNF621
3	41240414	41241413	CTNNB1
3	42307188	42308187	CCK
3	42451595	42452594	LYZL4
3	42530290	42531289	VIPR1
3	42573599	42574598	VIPR1-AS1
3	42622831	42623830	SS18L2
3	42641646	42642645	NKTR
3	42695381	42696380	LOC101928323
3	42694675	42695674	ZBTB47
3	42743820	42744819	HHATL
3	42814246	42815245	CCDC13
3	42773566	42774565	CCDC13-AS1
3	42811603	42812602	LINC02158
3	42845528	42846527	HIGD1A
3	42917134	42918133	CYP8B1
3	42946901	42947900	ZNF662
3	42977778	42978777	KRBOX1-AS1
3	42977333	42978332	KRBOX1
3	43020258	43021257	FAM198A
3	43392955	43393954	SNRK-AS1
3	43731874	43732873	ABHD5
3	44155203	44156202	MIR138-1
3	44465018	44466017	LINC00694
3	44468913	44469912	LINC01988
3	44518663	44519662	ZNF445
3	44551633	44552632	ZNF852
3	44596166	44597165	ZKSCAN7
3	44625955	44626954	ZNF660
3	44665790	44666789	ZNF197-AS1
3	44666010	44667009	ZNF197
3	44753634	44754633	ZNF502
3	44770597	44771596	ZNF501
3	44802674	44803673	KIAA1143
3	44902879	44903878	MIR564
3	44902900	44903899	TMEM42
3	44915597	44916596	TGM4
3	45017240	45018239	EXOSC7
3	45067258	45068257	CLEC3B
3	45187415	45188414	CDCP1
3	45267315	45268314	TMEM158
3	45550538	45551537	LARS2-AS1
3	45635822	45636821	LIMD1
3	45729875	45730874	LIMD1-AS1
3	45837536	45838535	SLC6A20
3	45927495	45928494	CCR9
3	45984472	45985471	CXCR6
3	46068480	46069479	XCR1
3	46249333	46250332	CCR1
3	46283371	46284370	CCR3
3	46448051	46449050	LOC102724297
3	46411132	46412131	CCR5
3	46448220	46449219	CCRL2
3	46526225	46527224	LTF
3	46538984	46539983	RTP3
3	46607541	46608540	LRRC2
3	46598387	46599386	LRRC2-AS1
3	46615544	46616543	TDGF1
3	46734704	46735703	ALS2CL
3	46742322	46743321	TMIE
3	46758874	46759873	PRSS50
3	46777422	46778421	PRSS46
3	46785746	46786745	PRSS45
3	46875086	46876085	PRSS42
3	46904474	46905473	MYL3
3	47023001	47024000	CCDC12
3	47020672	47021671	NBEAL2
3	47205359	47206358	KIF9-AS1
3	47323829	47324828	KLHL18
3	47516950	47517949	SCAP
3	47554700	47555699	ELP6
3	47621231	47622230	CSPG5
3	47843898	47844897	DHX30
3	47890544	47891543	MIR1226
3	48229302	48230301	CDC25A
3	48237553	48238552	MIR4443
3	48264336	48265335	CAMP
3	48282095	48283094	ZNF589
3	48332669	48333668	FCF1P2
3	48342676	48343675	NME6
3	48357450	48358449	MIR2115
3	48413208	48414207	FBXW12
3	48470961	48471960	PLXNB1
3	48481030	48482029	CCDC51
3	48481147	48482146	TMA7
3	48506418	48507417	TREX1
3	48541760	48542759	SHISA5
3	48598114	48599113	PFKFB4
3	48586955	48587954	MIR6823
3	48600702	48601701	UCN2
3	48615911	48616910	MIR711
3	48646599	48647598	UQCRC1
3	48642084	48643083	SNORA94
3	48658690	48659689	TMEM89
3	48672427	48673426	SLC26A6
3	48670632	48671631	MIR6824
3	48699849	48700848	CELSR3
3	48681214	48682213	MIR4793
3	48700700	48701699	CELSR3-AS1
3	48722867	48723866	NCKIPSD
3	48754212	48755211	IP6K2
3	48884784	48885783	PRKAR2A
3	48884869	48885868	PRKAR2A-AS1
3	48935927	48936926	SLC25A20
3	48956319	48957318	ARIH2OS
3	49026840	49027839	P4HTM
3	49043994	49044993	WDR6
3	49058005	49059004	DALRD3
3	49057168	49058167	MIR425
3	49057407	49058406	NDUFAF3
3	49057643	49058642	MIR191
3	49066376	49067375	IMPDH2
3	49131307	49132306	QRICH1
3	49142063	49143062	QARS
3	49136848	49137847	MIR6890
3	49170100	49171099	LAMB2
3	49191335	49192334	LAMB2P1
3	49203286	49204285	CCDC71
3	49208517	49209516	KLHDC8B
3	49228792	49229791	C3orf84
3	49314009	49315008	C3orf62
3	49311052	49312051	MIR4271
3	49377037	49378036	USP4
3	49395534	49396533	GPX1
3	49449138	49450137	TCTA
3	49459612	49460611	AMT
3	49466258	49467257	NICN1
3	49591300	49592299	BSN-AS2
3	49710934	49711933	APEH
3	49725697	49726696	MST1
3	49726431	49727430	RNF123
3	49756739	49757738	AMIGO3
3	49760908	49761907	GMPPB
3	49836769	49837768	CDHR4
3	49840186	49841185	FAM212A
3	49850892	49851891	UBA7
3	49843179	49844178	MIR5193
3	49893493	49894492	TRAIP
3	49907156	49908155	CAMKV
3	49966946	49967945	MON1A
3	50125840	50126839	RBM5
3	50137922	50138921	RBM5-AS1
3	50193019	50194018	SEMA3F-AS1
3	50210258	50211257	MIR566
3	50228542	50229541	GNAT1
3	50242178	50243177	SLC38A3
3	50263619	50264618	GNAI2
3	50264367	50265366	MIR5787
3	50304304	50305303	SEMA3B-AS1
3	50304489	50305488	SEMA3B
3	50310166	50311165	MIR6872
3	50315957	50316956	LSMEM2
3	50329527	50330526	IFRD2
3	50336353	50337352	NAT6
3	50349313	50350312	HYAL1
3	50359782	50360781	HYAL2
3	50365170	50366169	TUSC2
3	50377868	50378867	RASSF1
3	50374441	50375440	RASSF1-AS1
3	50382678	50383677	ZMYND10
3	50387987	50388986	NPRL2
3	50387625	50388624	CYB561D2
3	50396440	50397439	TMEM115
3	50607959	50608958	C3orf18
3	50606082	50607081	HEMK1
3	50648763	50649762	CISH
3	50648792	50649791	MAPKAPK3
3	50712010	50713009	MIR4787
3	51422167	51423166	MANF
3	51428198	51429197	RBM15B
3	51704690	51705689	TEX264
3	51740580	51741579	GRM2
3	51812704	51813703	IQCF6
3	51851118	51852117	IQCF4
3	51860398	51861397	IQCF3
3	51895144	51896143	IQCF2
3	51907111	51908110	IQCF5-AS1
3	51909101	51910100	IQCF5
3	51936887	51937886	IQCF1
3	51975458	51976457	RRP9
3	51975820	51976819	PARP3
3	51988829	51989828	GPR62
3	52000983	52001982	PCBP4
3	52008147	52009146	ABHD14B
3	52008541	52009540	ABHD14A
3	52008541	52009540	ABHD14A-ACY1
3	52016799	52017798	ACY1
3	52029459	52030458	RPL29
3	52089962	52090961	DUSP7
3	52098629	52099628	LINC00696
3	52231598	52232597	ALAS1
3	52259680	52260679	TLR9
3	52272684	52273683	TWF2
3	52272753	52273752	LOC101929054
3	52279308	52280307	PPM1M
3	52301878	52302877	MIRLET7G
3	52321335	52322334	GLYCTK
3	52323250	52324249	GLYCTK-AS1
3	52327825	52328824	MIR135A1
3	52443622	52444621	BAP1
3	52444023	52445022	PHF7
3	52478602	52479601	SEMA3G
3	52487558	52488557	TNNC1
3	52489023	52490022	NISCH
3	52528855	52529854	STAB1
3	52570120	52571119	SMIM4
3	52719435	52720434	GNL3
3	52722402	52723401	SNORD136
3	52722755	52723754	SNORD19
3	52724253	52725252	SNORD19B
3	52726251	52727250	SNORD69
3	52739600	52740599	GLT8D1
3	52739356	52740355	SPCS1
3	52804466	52805465	NEK4
3	52828283	52829282	ITIH3
3	52864218	52865217	ITIH4
3	52857450	52858449	ITIH4-AS1
3	52868736	52869735	MUSTN1
3	52931098	52932097	TMEM110-MUSTN1
3	52931098	52932097	TMEM110
3	52880069	52881068	MIR8064
3	53163971	53164970	RFT1
3	53289631	53290630	TKT
3	53880076	53881075	IL17RB
3	53915730	53916729	ACTR8
3	53925543	53926542	SELENOK
3	54673385	54674384	ESRG
3	55000616	55001615	LRTM1
3	55521171	55522170	WNT5A
3	55692998	55693997	ERC2-IT1
3	55886123	55887122	MIR3938
3	56716636	56717635	FAM208A
3	56973567	56974566	ARHGEF3-AS1
3	57093968	57094967	SPATA12
3	57233781	57234780	HESX1
3	57326211	57327210	ASB14
3	57303093	57304092	LOC105377102
3	57541473	57542472	PDE12
3	57582716	57583715	ARF4
3	57583015	57584014	ARF4-AS1
3	57678431	57679430	LOC101929159
3	58155863	58156862	FLNB-AS1
3	58222728	58223727	ABHD6
3	58291471	58292470	RPP14
3	58419080	58420079	PDHB
3	58477322	58478321	KCTD6
3	58522430	58523429	ACOX2
3	58592306	58593305	FAM3D-AS1
3	58652062	58653061	FAM3D
3	60603104	60604103	MIR548BB
3	62304147	62305146	C3orf14
3	62358691	62359690	FEZF2
3	63087863	63088862	LINC00698
3	63637843	63638842	SNTN
3	63845820	63846819	THOC7-AS1
3	63989197	63990196	PSMD6-AS2
3	64009187	64010186	PSMD6
3	64053139	64054138	PRICKLE2-AS1
3	64072540	64073539	LINC00994
3	64088645	64089644	PRICKLE2-AS2
3	64172719	64173718	PRICKLE2-AS3
3	64546521	64547520	ADAMTS9-AS1
3	65878990	65879989	MAGI1-AS1
3	66788261	66789260	LOC105377143
3	67048226	67049225	KBTBD8
3	67275387	67276386	MIR4272
3	69062546	69063545	EOGT
3	69097687	69098686	MIR3136
3	69129025	69130024	UBA3
3	69133589	69134588	ARL6IP5
3	69171247	69172246	LMOD3
3	70048394	70049393	SAMMSON
3	71338408	71339407	FOXP1-AS1
3	71590741	71591740	MIR1284
3	71803425	71804424	EIF4E3
3	71802374	71803373	GPR27
3	72712901	72713900	LOC105377162
3	73045393	73046392	PPP4R2
3	73110309	73111308	EBLN2
3	73569972	73570971	LOC101927296
3	73672218	73673217	PDZRN3-AS1
3	75263126	75264125	MIR4444-2
3	75483767	75484766	FAM86DP
3	75679413	75680412	MIR1324
3	75712986	75713985	FRG2C
3	75720931	75721930	LINC00960
3	75834235	75835234	ZNF717
3	75786930	75787929	MIR4273
3	79460376	79461375	LOC101927374
3	79556536	79557535	MIR3923
3	85110916	85111915	SNORA95
3	85434359	85435358	MIR5688
3	86530592	86531591	LINC02070
3	87274928	87275927	MIR4795
3	87325238	87326237	POU1F1
3	88198517	88199516	CGGBP1
3	88187761	88188760	ZNF654
3	88198392	88199391	C3orf38
3	93692435	93693434	PROS1
3	93746955	93747954	STX19
3	93781568	93782567	DHFR2
3	93781354	93782353	NSUN3
3	94656606	94657605	LINC00879
3	95401538	95402537	MTHFD2P1
3	96078307	96079306	MIR8060
3	97690796	97691795	RIOX2
3	97753649	97754648	GABRR3
3	97805516	97806515	OR5AC2
3	97851041	97852040	OR5H1
3	97867729	97868728	OR5H14
3	97887043	97888042	OR5H15
3	97982628	97983627	OR5H6
3	98001231	98002230	OR5H2
3	98072197	98073196	OR5K4
3	98109009	98110008	OR5K3
3	98187823	98188822	OR5K1
3	98216024	98217023	OR5K2
3	98241411	98242410	CLDND1
3	98250242	98251241	GPR15
3	98450579	98451578	ST3GAL6
3	99542210	99543209	HP09053
3	99682743	99683742	MIR3921
3	99904167	99905166	TMEM30CP
3	100053061	100054060	NIT2
3	100119743	100120742	TOMM70
3	100427633	100428632	TFG
3	101038920	101039919	IMPG2
3	101237210	101238209	FAM172BP
3	101280179	101281178	TRMT10C
3	101292437	101293436	PCNP
3	101395489	101396488	ZBTB11
3	101394773	101395772	ZBTB11-AS1
3	101405064	101406063	RPL24
3	101430777	101431776	PDCL3P4
3	101497528	101498527	NXPE3
3	101546333	101547332	NFKBIZ
3	101882048	101883047	LOC101929411
3	102153358	102154357	ZPLD1
3	103242461	103243460	MIR548AB
3	106959038	106960037	DUBR
3	107095687	107096686	CCDC54
3	107100507	107101506	LOC101929579
3	107149276	107150275	LINC01990
3	107596416	107597415	LINC00635
3	107809436	107810435	CD47
3	107843410	107844409	LINC01215
3	107940918	107941917	IFT57
3	108014836	108015835	HHLA2
3	108307992	108308991	KIAA1524
3	108475631	108476630	RETNLB
3	108541044	108542043	TRAT1
3	108819802	108820801	MORC1-AS1
3	108855060	108856059	FLJ22763
3	108896511	108897510	LINC00488
3	109034865	109035864	DPPA2
3	109321174	109322173	MIR4445
3	110788307	110789306	PVRL3-AS1
3	111313683	111314682	ZBED2
3	111395781	111396780	PLCXD2-AS1
3	111697222	111698221	ABHD10
3	111717085	111718084	TAGLN3
3	111757964	111758963	TMPRSS7
3	111804681	111805680	C3orf52
3	111831147	111832146	MIR567
3	111851653	111852652	GCSAM
3	112280311	112281310	ATG3
3	112280356	112281355	SLC35A5
3	112320317	112321316	LINC01279
3	112564298	112565297	CD200R1L
3	112693438	112694437	CD200R1
3	112709299	112710298	GTPBP8
3	112886079	112887078	LINC02044
3	113122344	113123343	CFAP44-AS1
3	113150548	113151547	MIR8076
3	113233535	113234534	SPICE1
3	113250717	113251716	SIDT1
3	113313222	113314221	MIR4446
3	113464647	113465646	NAA50
3	113666247	113667246	ZDHHC23
3	113775081	113776080	QTRT2
3	113955926	113956925	ZNF80
3	114012332	114013331	TIGIT
3	114034917	114035916	MIR568
3	114070157	114071156	ZBTB20-AS1
3	114171939	114172938	ZBTB20-AS5
3	114461873	114462872	MIR4796
3	114591379	114592378	ZBTB20-AS3
3	114818769	114819768	ZBTB20-AS4
3	116078370	116079369	LSAMP-AS1
3	116428134	116429133	TUSC7
3	116568715	116569714	MIR4447
3	116639777	116640776	LINC00901
3	118360114	118361113	LOC101926968
3	118661422	118662421	IGSF11-AS1
3	118864496	118865495	C3orf30
3	118891924	118892923	UPK1B
3	118959253	118960252	B4GALT4
3	118944832	118945831	B4GALT4-AS1
3	119041108	119042107	ARHGAP31-AS1
3	119182030	119183029	TMEM39A
3	119187284	119188283	POGLUT1
3	119216867	119217866	TIMMDC1
3	119297779	119298778	ADPRH
3	119316194	119317193	PLA1A
3	119378938	119379937	POPDC2
3	119395744	119396743	COX17
3	119421368	119422367	MAATS1
3	119498830	119499829	NR1I2
3	120169419	120170418	FSTL1
3	120114077	120115076	MIR198
3	120314627	120315626	NDUFB4
3	120400919	120401918	HGD
3	120461057	120462056	GTF2E1
3	120554705	120555704	LINC02049
3	120767986	120768985	MIR5682
3	121286277	121287276	ARGFX
3	121311669	121312668	FBXO40
3	121468115	121469114	GOLGB1
3	121553526	121554525	EAF2
3	121740628	121741627	ILDR1
3	121773708	121774707	CD86
3	121902029	121903028	CASR
3	122043510	122044509	CSTA
3	122101579	122102578	CCDC58
3	122102522	122103521	FAM162A
3	122134383	122135382	WDR5B
3	122283024	122284023	PARP9
3	122295948	122296947	PARP15
3	122512175	122513174	HSPBAP1
3	122604859	122605858	LINC02035
3	122880140	122881139	MIR7110
3	123303533	123304532	HACD2
3	123407990	123408989	MYLK-AS2
3	123679756	123680755	CCDC14
3	123710518	123711517	ROPN1
3	123851275	123852274	MIR5002
3	124092678	124093677	MIR6083
3	124448712	124449711	UMPS
3	124450785	124451784	MIR544B
3	124774303	124775302	HEG1
3	124869897	124870896	MIR5092
3	125508896	125509895	MIR548I1
3	125634943	125635942	FAM86JP
3	125655388	125656387	ALG1L
3	125819892	125820891	SLC41A3
3	125821982	125822981	ALDH1L1-AS1
3	125898407	125899406	ALDH1L1-AS2
3	126075737	126076736	KLF15
3	126113142	126114141	CCDC37-AS1
3	126113281	126114280	CFAP100
3	126194263	126195262	ZXDC
3	126242630	126243629	CHST13
3	126277309	126278308	C3orf22
3	126326899	126327898	TXNRD3NB
3	126380423	126381422	NUP210P1
3	126911473	126912472	C3orf56
3	127109014	127110013	LINC02016
3	127256124	127257123	LINC01471
3	127309103	127310102	TPRA1
3	127293675	127294674	MIR6825
3	127305520	127306519	MIR7976
3	127316699	127317698	MCM2
3	127347501	127348500	PODXL2
3	127391280	127392279	ABTB1
3	127770711	127771710	SEC61A1
3	128185592	128186591	DNAJB8
3	128211531	128212530	GATA2
3	128207545	128208544	GATA2-AS1
3	128226177	128227176	LOC90246
3	128294430	128295429	LINC01565
3	128369220	128370219	RPN1
3	128597832	128598831	ACAD9
3	128719971	128720970	EFCC1
3	128779109	128780108	GP9
3	128840494	128841493	RAB43
3	128879574	128880573	ISY1
3	128902311	128903310	CNBP
3	128990488	128991487	MIR6826
3	128997183	128998182	HMCES
3	129034621	129035620	H1FX
3	129034613	129035612	H1FX-AS1
3	129115692	129116691	SNORA7B
3	129146995	129147994	EFCAB12
3	129158523	129159522	MBD4
3	129246981	129247980	RHO
3	129261556	129262555	H1FOO
3	129325083	129326082	PLXND1
3	129612213	129613212	TMCC1-AS1
3	129692735	129693734	TRH
3	129800173	129801172	ALG1L2
3	129829777	129830776	FAM86HP
3	129931162	129932161	COL6A4P2
3	130745199	130746198	ASTE1
3	131080188	131081187	NUDT16P1
3	131100014	131101013	NUDT16
3	131197578	131198577	SNORA58
3	131704276	131705275	MIR5704
3	132035710	132036709	ACPP
3	132378476	132379475	ACAD11
3	132315580	132316579	ACKR4
3	132440804	132441803	NPHP3
3	132975466	132976465	TMEM108-AS1
3	133380238	133381237	TOPBP1
3	133464476	133465475	TF
3	133502376	133503375	SRPRB
3	133648157	133649156	C3orf36
3	133775993	133776992	LINC02000
3	134156168	134157167	MIR4788
3	134204366	134205365	ANAPC13
3	135914189	135915188	MSL2
3	135968666	135969665	PCCB
3	136537360	136538359	SLC35G2
3	136580549	136581548	NCK1
3	137482633	137483632	SOX14
3	137717157	137718156	CLDN18
3	137833952	137834951	DZIP1L
3	137850730	137851729	A4GNT
3	137905589	137906588	ARMC8
3	138065989	138066988	MRAS
3	138152914	138153913	ESYT3
3	138327041	138328040	FAIM
3	138662363	138663362	LINC01391
3	138665483	138666482	FOXL2
3	138665575	138666574	FOXL2NB
3	138724611	138725610	PRR23A
3	138739269	138740268	PRR23B
3	138763235	138764234	PRR23C
3	138822526	138823525	BPESC1
3	138951865	138952864	PISRT1
3	139108023	139109022	COPB2
3	139194853	139195852	RBP2
3	139258172	139259171	RBP1
3	140227132	140228131	CLSTN2-AS1
3	140396365	140397364	TRIM42
3	140660161	140661160	SLC25A36
3	140950166	140951165	PXYLP1
3	141456550	141457549	RNF7
3	141496542	141497541	GRK7
3	141594933	141595932	ATP1B3
3	141943950	141944949	GK5
3	142645016	142646015	LOC100507389
3	142681679	142682678	PAQR9
3	142682399	142683398	PAQR9-AS1
3	142719810	142720809	LOC100289361
3	142838117	142839116	CHST2
3	143060587	143061586	SLC9A9-AS1
3	143690139	143691138	C3orf58
3	145878783	145879782	PLOD2
3	145968467	145969466	PLSCR4
3	146213279	146214278	PLSCR2
3	146262129	146263128	PLSCR1
3	146323504	146324503	PLSCR5
3	146639209	146640208	LINC02010
3	147124097	147125096	ZIC4
3	147126680	147127679	ZIC1
3	147795445	147796444	LINC02032
3	148415157	148416156	AGTR1
3	148545087	148546086	CPB1
3	148582542	148583541	CPA3
3	148708694	148709693	GYG1
3	148803618	148804617	HLTF-AS1
3	148846870	148847869	HPS3
3	149051049	149052048	TM4SF18
3	149095069	149096068	TM4SF1
3	149095064	149096063	TM4SF1-AS1
3	149191867	149192866	TM4SF4
3	149375496	149376495	WWTR1-AS1
3	149469787	149470786	COMMD2
3	149510111	149511110	ANKUB1
3	149688565	149689564	LOC646903
3	149700654	149701653	TMEM183B
3	149955805	149956804	LINC01213
3	150041035	150042034	LINC01214
3	150125621	150126620	TSC22D2
3	150263929	150264928	SERP1
3	150263964	150264963	EIF2A
3	150421259	150422258	ERICH6
3	150420850	150421849	ERICH6-AS1
3	150456273	150457272	LOC101928105
3	150690287	150691286	CLRN1
3	150920489	150921488	GPR171
3	151034137	151035136	GPR87
3	151046838	151047837	P2RY13
3	151102101	151103100	P2RY12
3	151175998	151176997	IGSF10
3	151283284	151284283	MIR5186
3	151451203	151452202	AADACL2
3	151487743	151488742	AADACP1
3	151531360	151532359	AADAC
3	151590930	151591929	SUCNR1
3	151986916	151987915	MBNL1-AS1
3	152058280	152059279	TMEM14EP
3	152551981	152552980	P2RY1
3	152879500	152880499	RAP2B
3	153201783	153202782	C3orf79
3	154796935	154797934	MME
3	154958233	154959232	LINC01487
3	155010990	155011989	LOC100507537
3	155523577	155524576	C3orf33
3	155571749	155572748	SLC33A1
3	155587824	155588823	GMPS
3	155945173	155946172	KCNAB1-AS2
3	156164226	156165225	KCNAB1-AS1
3	156272490	156273489	SSR3
3	156393003	156394002	TIPARP-AS1
3	156391704	156392703	TIPARP
3	156529311	156530310	PA2G4P4
3	156840292	156841291	LINC00880
3	156799129	156800128	LINC02029
3	156807169	156808168	LINC00881
3	156878050	156879049	CCNL1
3	157823453	157824452	SHOX2
3	158288356	158289355	LOC100996447
3	158288452	158289451	MLF1
3	158361816	158362815	GFM1
3	158389983	158390982	LXN
3	158449776	158450775	RARRES1
3	158519214	158520213	MFSD1
3	158999934	159000933	MIR3919
3	159485902	159486901	IQCJ-SCHIP1-AS1
3	159706122	159707121	IL12A
3	159737935	159738934	LINC01100
3	159942922	159943921	C3orf80
3	160116591	160117590	SMC4
3	160121875	160122874	MIR15B
3	160122032	160123031	MIR16-2
3	160167127	160168126	TRIM59
3	160282877	160283876	KPNA4
3	160232525	160233524	SCARNA7
3	160394447	160395446	ARL14
3	160822661	160823660	B3GALNT1
3	161143714	161144713	LINC02067
3	163888845	163889844	MIR1263
3	164914398	164915397	SLITRK3
3	166615970	166616969	LOC105374194
3	167191421	167192420	SERPINI2
3	167452152	167453151	PDCD10
3	168269141	168270140	MIR551B
3	168619232	168620231	LINC02082
3	169165154	169166153	LOC105374205
3	169482349	169483348	TERC
3	169487184	169488183	ACTRT3
3	169490352	169491351	MYNN
3	169530075	169531074	LRRC34
3	169539209	169540208	LRRIQ4
3	169587224	169588223	LRRC31
3	169628859	169629858	SAMD7
3	169684023	169685022	LOC100128164
3	169684079	169685078	SEC62
3	169755234	169756233	GPR160
3	170074972	170075971	SKIL
3	170136152	170137151	CLDN11
3	170140390	170141389	MIR6828
3	170587546	170588545	RPL22L1
3	170625927	170626926	EIF5A2
3	170744269	170745268	SLC2A2
3	170824049	170825048	MIR569
3	171618031	171619030	TMEM212-AS1
3	172165747	172166746	GHSR
3	173638087	173639086	NLGN1-AS1
3	174832533	174833532	NAALADL2-AS3
3	175086828	175087827	MIR4789
3	175493622	175494621	NAALADL2-AS1
3	176232390	176233389	MIR7977
3	176352821	176353820	LINC01208
3	176534290	176535289	LINC01209
3	177011729	177012728	LINC00501
3	178136488	178137487	LINC01014
3	178865262	178866261	LOC101928739
3	178984339	178985338	KCNMB3
3	179064979	179065978	MFN1
3	179168872	179169871	GNB4
3	179280167	179281166	ACTL6A
3	179322074	179323073	NDUFB5
3	179615481	179616480	PEX5L-AS2
3	180131460	180132459	LINC02053
3	180319417	180320416	TTC14
3	180629733	180630732	FXR1
3	180707063	180708062	DNAJC19
3	181429211	181430210	SOX2
3	181669651	181670650	LINC01206
3	182224413	182225412	LINC01995
3	182703242	182704241	DCUN1D1
3	182816876	182817875	MCCC1
3	183164895	183165894	LINC00888
3	183266022	183267021	KLHL6-AS1
3	183542894	183543893	MAP6D1
3	183602197	183603196	PARL
3	183604087	183605086	MIR4448
3	183735249	183736248	ABCC5
3	183723625	183724624	ABCC5-AS1
3	183748831	183749830	HTR3D
3	183770334	183771333	HTR3C
3	183822467	183823466	HTR3E-AS1
3	183814351	183815350	HTR3E
3	183852309	183853308	EIF2B5
3	183872783	183873782	DVL3
3	183903362	183904361	ABCF3
3	183947716	183948715	VWA5B2
3	183958692	183959691	MIR1224
3	183966814	183967813	ALG3
3	183966944	183967943	ECE2
3	183978752	183979751	CAMK2N2
3	184031782	184032781	EIF4G1
3	184042983	184043982	SNORD66
3	184053216	184054215	FAM131A
3	184078940	184079939	CLCN2
3	184079001	184080000	POLR2H
3	184096977	184097976	THPO
3	184097360	184098359	CHRD
3	184274207	184275206	LINC01840
3	184429337	184430336	MAGEF1
3	184490444	184491443	LINC02069
3	184880188	184881187	EHHADH-AS1
3	184970561	184971560	MIR5588
3	185216346	185217345	TMEM41A
3	185269870	185270869	LIPH
3	185430539	185431538	IGF2BP2-AS1
3	185485193	185486192	MIR548AQ
3	185655425	185656424	TRA2B
3	185677257	185678256	NMRAL2P
3	185826402	185827401	ETV5
3	186210951	186211950	LINC02052
3	186261741	186262740	CRYGS
3	186287833	186288832	TBCCD1
3	186287964	186288963	DNAJB11
3	186330349	186331348	AHSG
3	186357648	186358647	FETUB
3	186434597	186435596	KNG1
3	186500860	186501859	EIF4A2
3	186502084	186503083	SNORD2
3	186503960	186504959	MIR1248
3	186503963	186504962	SNORA81
3	186504587	186505586	SNORA63
3	186504901	186505900	SNORA4
3	186542811	186543810	LINC02043
3	186559962	186560961	ADIPOQ
3	186573413	186574412	ADIPOQ-AS1
3	186856764	186857763	RPL39L
3	186924918	186925917	LOC101929106
3	186914773	186915772	RTP1
3	187009311	187010310	MASP1
3	187008559	187009558	LOC101929130
3	187085667	187086666	RTP4
3	187387702	187388701	SST
3	187419846	187420845	RTP2
3	187463014	187464013	BCL6
3	187693696	187694695	LINC01991
3	187871377	187872376	LPP-AS2
3	187895830	187896829	FLJ42393
3	188285955	188286954	LPP-AS1
3	188406068	188407067	MIR28
3	188664929	188665928	TPRG1-AS1
3	188957884	188958883	TPRG1-AS2
3	189547210	189548209	MIR944
3	189838252	189839251	P3H2-AS1
3	190039736	190040735	CLDN1
3	190105160	190106159	CLDN16
3	190167166	190168165	TMEM207
3	190595218	190596217	SNAR-I
3	190951895	190952894	OSTN-AS1
3	191047826	191048825	UTS2B
3	191178451	191179450	PYDC2
3	191955918	191956917	FGF12-AS1
3	192232310	192233309	FGF12-AS3
3	192958416	192959415	HRASLS
3	192959067	192960066	MGC2889
3	193024532	193025531	ATP13A5-AS1
3	193270501	193271500	ATP13A4-AS1
3	193344622	193345621	OPA1-AS1
3	193720949	193721948	LINC02026
3	193711528	193712527	DPPA2P3
3	193967443	193968442	LINC02036
3	193964936	193965935	LINC02037
3	194030094	194031093	LINC00887
3	194071558	194072557	CPN2
